SEGMENT	SAMPLE_POS	REF_POS
PB1	465	465	
PB1	466	466	
PB1	467	467	
PB1	468	468	
PB1	469	469	
PB1	470	470	
PB1	471	471	
PB1	472	472	
PB1	473	473	
PB1	474	474	
PB1	475	475	
PB1	476	476	
PB1	477	477	
PB1	478	478	
PB1	479	479	
PB1	480	480	
PB1	481	481	
PB1	482	482	
PB1	483	483	
PB1	484	484	
PB1	485	485	
PB1	486	486	
PB1	487	487	
PB1	488	488	
PB1	489	489	
PB1	490	490	
PB1	491	491	
PB1	492	492	
PB1	493	493	
PB1	494	494	
PB1	495	495	
PB1	496	496	
PB1	497	497	
PB1	498	498	
PB1	499	499	
PB1	500	500	
PB1	501	501	
PB1	502	502	
PB1	503	503	
PB1	504	504	
PB1	505	505	
PB1	506	506	
PB1	507	507	
PB1	508	508	
PB1	509	509	
PB1	510	510	
PB1	511	511	
PB1	512	512	
PB1	513	513	
PB1	514	514	
PB1	515	515	
PB1	516	516	
PB1	517	517	
PB1	518	518	
PB1	519	519	
PB1	520	520	
PB1	521	521	
PB1	522	522	
PB1	523	523	
PB1	524	524	
PB1	525	525	
PB1	526	526	
PB1	527	527	
PB1	528	528	
PB1	529	529	
PB1	530	530	
PB1	531	531	
PB1	532	532	
PB1	533	533	
PB1	534	534	
PB1	535	535	
PB1	536	536	
PB1	537	537	
PB1	538	538	
PB1	539	539	
PB1	540	540	
PB1	541	541	
PB1	542	542	
PB1	543	543	
PB1	544	544	
PB1	545	545	
PB1	546	546	
PB1	547	547	
PB1	548	548	
PB1	549	549	
PB1	550	550	
PB1	551	551	
PB1	552	552	
PB1	553	553	
PB1	554	554	
PB1	555	555	
PB1	556	556	
PB1	557	557	
PB1	558	558	
PB1	559	559	
PB1	560	560	
PB1	561	561	
PB1	562	562	
PB1	563	563	
PB1	564	564	
PB1	565	565	
PB1	566	566	
PB1	567	567	
PB1	568	568	
PB1	569	569	
PB1	570	570	
PB1	571	571	
PB1	572	572	
PB1	573	573	
PB1	574	574	
PB1	575	575	
PB1	576	576	
PB1	577	577	
PB1	578	578	
PB1	579	579	
PB1	580	580	
PB1	581	581	
PB1	582	582	
PB1	583	583	
PB1	584	584	
PB1	585	585	
PB1	586	586	
PB1	587	587	
PB1	588	588	
PB1	589	589	
PB1	590	590	
PB1	591	591	
PB1	592	592	
PB1	593	593	
PB1	594	594	
PB1	595	595	
PB1	596	596	
PB1	597	597	
PB1	598	598	
PB1	599	599	
PB1	600	600	
PB1	601	601	
PB1	602	602	
PB1	603	603	
PB1	604	604	
PB1	605	605	
PB1	606	606	
PB1	607	607	
PB1	608	608	
PB1	609	609	
PB1	610	610	
PB1	611	611	
PB1	612	612	
PB1	613	613	
PB1	614	614	
PB1	615	615	
PB1	616	616	
PB1	617	617	
PB1	618	618	
PB1	619	619	
PB1	620	620	
PB1	621	621	
PB1	622	622	
PB1	623	623	
PB1	624	624	
PB1	625	625	
PB1	626	626	
PB1	627	627	
PB1	628	628	
PB1	629	629	
PB1	630	630	
PB1	631	631	
PB1	632	632	
PB1	633	633	
PB1	634	634	
PB1	635	635	
PB1	636	636	
PB1	637	637	
PB1	638	638	
PB1	639	639	
PB1	640	640	
PB1	641	641	
PB1	642	642	
PB1	643	643	
PB1	644	644	
PB1	645	645	
PB1	646	646	
PB1	647	647	
PB1	648	648	
PB1	649	649	
PB1	650	650	
PB1	651	651	
PB1	652	652	
PB1	653	653	
PB1	654	654	
PB1	655	655	
PB1	656	656	
PB1	657	657	
PB1	658	658	
PB1	659	659	
PB1	660	660	
PB1	661	661	
PB1	662	662	
PB1	663	663	
PB1	664	664	
PB1	665	665	
PB1	666	666	
PB1	667	667	
PB1	668	668	
PB1	669	669	
PB1	670	670	
PB1	671	671	
PB1	672	672	
PB1	673	673	
PB1	674	674	
PB1	675	675	
PB1	676	676	
PB1	677	677	
PB1	678	678	
PB1	679	679	
PB1	680	680	
PB1	681	681	
PB1	682	682	
PB1	683	683	
PB1	684	684	
PB1	685	685	
PB1	686	686	
PB1	687	687	
PB1	688	688	
PB1	689	689	
PB1	690	690	
PB1	691	691	
PB1	692	692	
PB1	693	693	
PB1	694	694	
PB1	695	695	
PB1	696	696	
PB1	697	697	
PB1	698	698	
PB1	699	699	
PB1	700	700	
PB1	701	701	
PB1	702	702	
PB1	703	703	
PB1	704	704	
PB1	705	705	
PB1	706	706	
PB1	707	707	
PB1	708	708	
PB1	709	709	
PB1	710	710	
PB1	711	711	
PB1	712	712	
PB1	713	713	
PB1	714	714	
PB1	715	715	
PB1	716	716	
PB1	717	717	
PB1	718	718	
PB1	719	719	
PB1	720	720	
PB1	721	721	
PB1	722	722	
PB1	723	723	
PB1	724	724	
PB1	725	725	
PB1	726	726	
PB1	727	727	
PB1	728	728	
PB1	729	729	
PB1	730	730	
PB1	731	731	
PB1	732	732	
PB1	733	733	
PB1	734	734	
PB1	735	735	
PB1	736	736	
PB1	737	737	
PB1	738	738	
PB1	739	739	
PB1	740	740	
PB1	741	741	
PB1	742	742	
PB1	743	743	
PB1	744	744	
PB1	745	745	
PB1	746	746	
PB1	747	747	
PB1	748	748	
PB1	749	749	
PB1	750	750	
PB1	751	751	
PB1	752	752	
PB1	753	753	
PB1	754	754	
PB1	755	755	
PB1	756	756	
PB1	757	757	
PB1	758	758	
PB1	759	759	
PB1	760	760	
PB1	761	761	
PB1	762	762	
PB1	763	763	
PB1	764	764	
PB1	765	765	
PB1	766	766	
PB1	767	767	
PB1	768	768	
PB1	769	769	
PB1	770	770	
PB1	771	771	
PB1	772	772	
PB1	773	773	
PB1	774	774	
PB1	775	775	
PB1	776	776	
PB1	777	777	
PB1	778	778	
PB1	779	779	
PB1	780	780	
PB1	781	781	
PB1	782	782	
PB1	783	783	
PB1	784	784	
PB1	785	785	
PB1	786	786	
PB1	787	787	
PB1	788	788	
PB1	789	789	
PB1	790	790	
PB1	791	791	
PB1	792	792	
PB1	793	793	
PB1	794	794	
PB1	795	795	
PB1	796	796	
PB1	797	797	
PB1	798	798	
PB1	799	799	
PB1	800	800	
PB1	801	801	
PB1	802	802	
PB1	803	803	
PB1	804	804	
PB1	805	805	
PB1	806	806	
PB1	807	807	
PB1	808	808	
PB1	809	809	
PB1	810	810	
PB1	811	811	
PB1	812	812	
PB1	813	813	
PB1	814	814	
PB1	815	815	
PB1	816	816	
PB1	817	817	
PB1	818	818	
PB1	819	819	
PB1	820	820	
PB1	821	821	
PB1	822	822	
PB1	823	823	
PB1	824	824	
PB1	825	825	
PB1	826	826	
PB1	827	827	
PB1	828	828	
PB1	829	829	
PB1	830	830	
PB1	831	831	
PB1	832	832	
PB1	833	833	
PB1	834	834	
PB1	835	835	
PB1	836	836	
PB1	837	837	
PB1	838	838	
PB1	839	839	
PB1	840	840	
PB1	841	841	
PB1	842	842	
PB1	843	843	
PB1	844	844	
PB1	845	845	
PB1	846	846	
PB1	847	847	
PB1	848	848	
PB1	849	849	
PB1	850	850	
PB1	851	851	
PB1	852	852	
PB1	853	853	
PB1	854	854	
PB1	855	855	
PB1	856	856	
PB1	857	857	
PB1	858	858	
PB1	859	859	
PB1	860	860	
PB1	861	861	
PB1	862	862	
PB1	863	863	
PB1	864	864	
PB1	865	865	
PB1	866	866	
PB1	867	867	
PB1	868	868	
PB1	869	869	
PB1	870	870	
PB1	871	871	
PB1	872	872	
PB1	873	873	
PB1	874	874	
PB1	875	875	
PB1	876	876	
PB1	877	877	
PB1	878	878	
PB1	879	879	
PB1	880	880	
PB1	881	881	
PB1	882	882	
PB1	883	883	
PB1	884	884	
PB1	885	885	
PB1	886	886	
PB1	887	887	
PB1	888	888	
PB1	889	889	
PB1	890	890	
PB1	891	891	
PB1	892	892	
PB1	893	893	
PB1	894	894	
PB1	895	895	
PB1	896	896	
PB1	897	897	
PB1	898	898	
PB1	899	899	
PB1	900	900	
PB1	901	901	
PB1	902	902	
PB1	903	903	
PB1	904	904	
PB1	905	905	
PB1	906	906	
PB1	907	907	
PB1	908	908	
PB1	909	909	
PB1	910	910	
PB1	911	911	
PB1	912	912	
PB1	913	913	
PB1	914	914	
PB1	915	915	
PB1	916	916	
PB1	917	917	
PB1	918	918	
PB1	919	919	
PB1	920	920	
PB1	921	921	
PB1	922	922	
PB1	923	923	
PB1	924	924	
PB1	925	925	
PB1	926	926	
PB1	927	927	
PB1	928	928	
PB1	929	929	
PB1	930	930	
PB1	931	931	
PB1	932	932	
PB1	933	933	
PB1	934	934	
PB1	935	935	
PB1	936	936	
PB1	937	937	
PB1	938	938	
PB1	939	939	
PB1	940	940	
PB1	941	941	
PB1	942	942	
PB1	943	943	
PB1	944	944	
PB1	945	945	
PB1	946	946	
PB1	947	947	
PB1	948	948	
PB1	949	949	
PB1	950	950	
PB1	951	951	
PB1	952	952	
PB1	953	953	
PB1	954	954	
PB1	955	955	
PB1	956	956	
PB1	957	957	
PB1	958	958	
PB1	959	959	
PB1	960	960	
PB1	961	961	
PB1	962	962	
PB1	963	963	
PB1	964	964	
PB1	965	965	
PB1	966	966	
PB1	967	967	
PB1	968	968	
PB1	969	969	
PB1	970	970	
PB1	971	971	
PB1	972	972	
PB1	973	973	
PB1	974	974	
PB1	975	975	
PB1	976	976	
PB1	977	977	
PB1	978	978	
PB1	979	979	
PB1	980	980	
PB1	981	981	
PB1	982	982	
PB1	983	983	
PB1	984	984	
PB1	985	985	
PB1	986	986	
PB1	987	987	
PB1	988	988	
PB1	989	989	
PB1	990	990	
PB1	991	991	
PB1	992	992	
PB1	993	993	
PB1	994	994	
PB1	995	995	
PB1	996	996	
PB1	997	997	
PB1	998	998	
PB1	999	999	
PB1	1000	1000	
PB1	1001	1001	
PB1	1002	1002	
PB1	1003	1003	
PB1	1004	1004	
PB1	1005	1005	
PB1	1006	1006	
PB1	1007	1007	
PB1	1008	1008	
PB1	1009	1009	
PB1	1010	1010	
PB1	1011	1011	
PB1	1012	1012	
PB1	1013	1013	
PB1	1014	1014	
PB1	1015	1015	
PB1	1016	1016	
PB1	1017	1017	
PB1	1018	1018	
PB1	1019	1019	
PB1	1020	1020	
PB1	1021	1021	
PB1	1022	1022	
PB1	1023	1023	
PB1	1024	1024	
PB1	1025	1025	
PB1	1026	1026	
PB1	1027	1027	
PB1	1028	1028	
PB1	1029	1029	
PB1	1030	1030	
PB1	1031	1031	
PB1	1032	1032	
PB1	1033	1033	
PB1	1034	1034	
PB1	1035	1035	
PB1	1036	1036	
PB1	1037	1037	
PB1	1038	1038	
PB1	1039	1039	
PB1	1040	1040	
PB1	1041	1041	
PB1	1042	1042	
PB1	1043	1043	
PB1	1044	1044	
PB1	1045	1045	
PB1	1046	1046	
PB1	1047	1047	
PB1	1048	1048	
PB1	1049	1049	
PB1	1050	1050	
PB1	1051	1051	
PB1	1052	1052	
PB1	1053	1053	
PB1	1054	1054	
PB1	1055	1055	
PB1	1056	1056	
PB1	1057	1057	
PB1	1058	1058	
PB1	1059	1059	
PB1	1060	1060	
PB1	1061	1061	
PB1	1062	1062	
PB1	1063	1063	
PB1	1064	1064	
PB1	1065	1065	
PB1	1066	1066	
PB1	1067	1067	
PB1	1068	1068	
PB1	1069	1069	
PB1	1070	1070	
PB1	1071	1071	
PB1	1072	1072	
PB1	1073	1073	
PB1	1074	1074	
PB1	1075	1075	
PB1	1076	1076	
PB1	1077	1077	
PB1	1078	1078	
PB1	1079	1079	
PB1	1080	1080	
PB1	1081	1081	
PB1	1082	1082	
PB1	1083	1083	
PB1	1084	1084	
PB1	1085	1085	
PB1	1086	1086	
PB1	1087	1087	
PB1	1088	1088	
PB1	1089	1089	
PB1	1090	1090	
PB1	1091	1091	
PB1	1092	1092	
PB1	1093	1093	
PB1	1094	1094	
PB1	1095	1095	
PB1	1096	1096	
PB1	1097	1097	
PB1	1098	1098	
PB1	1099	1099	
PB1	1100	1100	
PB1	1101	1101	
PB1	1102	1102	
PB1	1103	1103	
PB1	1104	1104	
PB1	1105	1105	
PB1	1106	1106	
PB1	1107	1107	
PB1	1108	1108	
PB1	1109	1109	
PB1	1110	1110	
PB1	1111	1111	
PB1	1112	1112	
PB1	1113	1113	
PB1	1114	1114	
PB1	1115	1115	
PB1	1116	1116	
PB1	1117	1117	
PB1	1118	1118	
PB1	1119	1119	
PB1	1120	1120	
PB1	1121	1121	
PB1	1122	1122	
PB1	1123	1123	
PB1	1124	1124	
PB1	1125	1125	
PB1	1126	1126	
PB1	1127	1127	
PB1	1128	1128	
PB1	1129	1129	
PB1	1130	1130	
PB1	1131	1131	
PB1	1132	1132	
PB1	1133	1133	
PB1	1134	1134	
PB1	1135	1135	
PB1	1136	1136	
PB1	1137	1137	
PB1	1138	1138	
PB1	1139	1139	
PB1	1140	1140	
PB1	1141	1141	
PB1	1142	1142	
PB1	1143	1143	
PB1	1144	1144	
PB1	1145	1145	
PB1	1146	1146	
PB1	1147	1147	
PB1	1148	1148	
PB1	1149	1149	
PB1	1150	1150	
PB1	1151	1151	
PB1	1152	1152	
PB1	1153	1153	
PB1	1154	1154	
PB1	1155	1155	
PB1	1156	1156	
PB1	1157	1157	
PB1	1158	1158	
PB1	1159	1159	
PB1	1160	1160	
PB1	1161	1161	
PB1	1162	1162	
PB1	1163	1163	
PB1	1164	1164	
PB1	1165	1165	
PB1	1166	1166	
PB1	1167	1167	
PB1	1168	1168	
PB1	1169	1169	
PB1	1170	1170	
PB1	1171	1171	
PB1	1172	1172	
PB1	1173	1173	
PB1	1174	1174	
PB1	1175	1175	
PB1	1176	1176	
PB1	1177	1177	
PB1	1178	1178	
PB1	1179	1179	
PB1	1180	1180	
PB1	1181	1181	
PB1	1182	1182	
PB1	1183	1183	
PB1	1184	1184	
PB1	1185	1185	
PB1	1186	1186	
PB1	1187	1187	
PB1	1188	1188	
PB1	1189	1189	
PB1	1190	1190	
PB1	1191	1191	
PB1	1192	1192	
PB1	1193	1193	
PB1	1194	1194	
PB1	1195	1195	
PB1	1196	1196	
PB1	1197	1197	
PB1	1198	1198	
PB1	1199	1199	
PB1	1200	1200	
PB1	1201	1201	
PB1	1202	1202	
PB1	1203	1203	
PB1	1204	1204	
PB1	1205	1205	
PB1	1206	1206	
PB1	1207	1207	
PB1	1208	1208	
PB1	1209	1209	
PB1	1210	1210	
PB1	1211	1211	
PB1	1212	1212	
PB1	1213	1213	
PB1	1214	1214	
PB1	1215	1215	
PB1	1216	1216	
PB1	1217	1217	
PB1	1218	1218	
PB1	1219	1219	
PB1	1220	1220	
PB1	1221	1221	
PB1	1222	1222	
PB1	1223	1223	
PB1	1224	1224	
PB1	1225	1225	
PB1	1226	1226	
PB1	1227	1227	
PB1	1228	1228	
PB1	1229	1229	
PB1	1230	1230	
PB1	1231	1231	
PB1	1232	1232	
PB1	1233	1233	
PB1	1234	1234	
PB1	1235	1235	
PB1	1236	1236	
PB1	1237	1237	
PB1	1238	1238	
PB1	1239	1239	
PB1	1240	1240	
PB1	1241	1241	
PB1	1242	1242	
PB1	1243	1243	
PB1	1244	1244	
PB1	1245	1245	
PB1	1246	1246	
PB1	1247	1247	
PB1	1248	1248	
PB1	1249	1249	
PB1	1250	1250	
PB1	1251	1251	
PB1	1252	1252	
PB1	1253	1253	
PB1	1254	1254	
PB1	1255	1255	
PB1	1256	1256	
PB1	1257	1257	
PB1	1258	1258	
PB1	1259	1259	
PB1	1260	1260	
PB1	1261	1261	
PB1	1262	1262	
PB1	1263	1263	
PB1	1264	1264	
PB1	1265	1265	
PB1	1266	1266	
PB1	1267	1267	
PB1	1268	1268	
PB1	1269	1269	
PB1	1270	1270	
PB1	1271	1271	
PB1	1272	1272	
PB1	1273	1273	
PB1	1274	1274	
PB1	1275	1275	
PB1	1276	1276	
PB1	1277	1277	
PB1	1278	1278	
PB1	1279	1279	
PB1	1280	1280	
PB1	1281	1281	
PB1	1282	1282	
PB1	1283	1283	
PB1	1284	1284	
PB1	1285	1285	
PB1	1286	1286	
PB1	1287	1287	
PB1	1288	1288	
PB1	1289	1289	
PB1	1290	1290	
PB1	1291	1291	
PB1	1292	1292	
PB1	1293	1293	
PB1	1294	1294	
PB1	1295	1295	
PB1	1296	1296	
PB1	1297	1297	
PB1	1298	1298	
PB1	1299	1299	
PB1	1300	1300	
PB1	1301	1301	
PB1	1302	1302	
PB1	1303	1303	
PB1	1304	1304	
PB1	1305	1305	
PB1	1306	1306	
PB1	1307	1307	
PB1	1308	1308	
PB1	1309	1309	
PB1	1310	1310	
PB1	1311	1311	
PB1	1312	1312	
PB1	1313	1313	
PB1	1314	1314	
PB1	1315	1315	
PB1	1316	1316	
PB1	1317	1317	
PB1	1318	1318	
PB1	1319	1319	
PB1	1320	1320	
PB1	1321	1321	
PB1	1322	1322	
PB1	1323	1323	
PB1	1324	1324	
PB1	1325	1325	
PB1	1326	1326	
PB1	1327	1327	
PB1	1328	1328	
PB1	1329	1329	
PB1	1330	1330	
PB1	1331	1331	
PB1	1332	1332	
PB1	1333	1333	
PB1	1334	1334	
PB1	1335	1335	
PB1	1336	1336	
PB1	1337	1337	
PB1	1338	1338	
PB1	1339	1339	
PB1	1340	1340	
PB1	1341	1341	
PB1	1342	1342	
PB1	1343	1343	
PB1	1344	1344	
PB1	1345	1345	
PB1	1346	1346	
PB1	1347	1347	
PB1	1348	1348	
PB1	1349	1349	
PB1	1350	1350	
PB1	1351	1351	
PB1	1352	1352	
PB1	1353	1353	
PB1	1354	1354	
PB1	1355	1355	
PB1	1356	1356	
PB1	1357	1357	
PB1	1358	1358	
PB1	1359	1359	
PB1	1360	1360	
PB1	1361	1361	
PB1	1362	1362	
PB1	1363	1363	
PB1	1364	1364	
PB1	1365	1365	
PB1	1366	1366	
PB1	1367	1367	
PB1	1368	1368	
PB1	1369	1369	
PB1	1370	1370	
PB1	1371	1371	
PB1	1372	1372	
PB1	1373	1373	
PB1	1374	1374	
PB1	1375	1375	
PB1	1376	1376	
PB1	1377	1377	
PB1	1378	1378	
PB1	1379	1379	
PB1	1380	1380	
PB1	1381	1381	
PB1	1382	1382	
PB1	1383	1383	
PB1	1384	1384	
PB1	1385	1385	
PB1	1386	1386	
PB1	1387	1387	
PB1	1388	1388	
PB1	1389	1389	
PB1	1390	1390	
PB1	1391	1391	
PB1	1392	1392	
PB1	1393	1393	
PB1	1394	1394	
PB1	1395	1395	
PB1	1396	1396	
PB1	1397	1397	
PB1	1398	1398	
PB1	1399	1399	
PB1	1400	1400	
PB1	1401	1401	
PB1	1402	1402	
PB1	1403	1403	
PB1	1404	1404	
PB1	1405	1405	
PB1	1406	1406	
PB1	1407	1407	
PB1	1408	1408	
PB1	1409	1409	
PB1	1410	1410	
PB1	1411	1411	
PB1	1412	1412	
PB1	1413	1413	
PB1	1414	1414	
PB1	1415	1415	
PB1	1416	1416	
PB1	1417	1417	
PB1	1418	1418	
PB1	1419	1419	
PB1	1420	1420	
PB1	1421	1421	
PB1	1422	1422	
PB1	1423	1423	
PB1	1424	1424	
PB1	1425	1425	
PB1	1426	1426	
PB1	1427	1427	
PB1	1428	1428	
PB1	1429	1429	
PB1	1430	1430	
PB1	1431	1431	
PB1	1432	1432	
PB1	1433	1433	
PB1	1434	1434	
PB1	1435	1435	
PB1	1436	1436	
PB1	1437	1437	
PB1	1438	1438	
PB1	1439	1439	
PB1	1440	1440	
PB1	1441	1441	
PB1	1442	1442	
PB1	1443	1443	
PB1	1444	1444	
PB1	1445	1445	
PB1	1446	1446	
PB1	1447	1447	
PB1	1448	1448	
PB1	1449	1449	
PB1	1450	1450	
PB1	1451	1451	
PB1	1452	1452	
PB1	1453	1453	
PB1	1454	1454	
PB1	1455	1455	
PB1	1456	1456	
PB1	1457	1457	
PB1	1458	1458	
PB1	1459	1459	
PB1	1460	1460	
PB1	1461	1461	
PB1	1462	1462	
PB1	1463	1463	
PB1	1464	1464	
PB1	1465	1465	
PB1	1466	1466	
PB1	1467	1467	
PB1	1468	1468	
PB1	1469	1469	
PB1	1470	1470	
PB1	1471	1471	
PB1	1472	1472	
PB1	1473	1473	
PB1	1474	1474	
PB1	1475	1475	
PB1	1476	1476	
PB1	1477	1477	
PB1	1478	1478	
PB1	1479	1479	
PB1	1480	1480	
PB1	1481	1481	
PB1	1482	1482	
PB1	1483	1483	
PB1	1484	1484	
PB1	1485	1485	
PB1	1486	1486	
PB1	1487	1487	
PB1	1488	1488	
PB1	1489	1489	
PB1	1490	1490	
PB1	1491	1491	
PB1	1492	1492	
PB1	1493	1493	
PB1	1494	1494	
PB1	1495	1495	
PB1	1496	1496	
PB1	1497	1497	
PB1	1498	1498	
PB1	1499	1499	
PB1	1500	1500	
PB1	1501	1501	
PB1	1502	1502	
PB1	1503	1503	
PB1	1504	1504	
PB1	1505	1505	
PB1	1506	1506	
PB1	1507	1507	
PB1	1508	1508	
PB1	1509	1509	
PB1	1510	1510	
PB1	1511	1511	
PB1	1512	1512	
PB1	1513	1513	
PB1	1514	1514	
PB1	1515	1515	
PB1	1516	1516	
PB1	1517	1517	
PB1	1518	1518	
PB1	1519	1519	
PB1	1520	1520	
PB1	1521	1521	
PB1	1522	1522	
PB1	1523	1523	
PB1	1524	1524	
PB1	1525	1525	
PB1	1526	1526	
PB1	1527	1527	
PB1	1528	1528	
PB1	1529	1529	
PB1	1530	1530	
PB1	1531	1531	
PB1	1532	1532	
PB1	1533	1533	
PB1	1534	1534	
PB1	1535	1535	
PB1	1536	1536	
PB1	1537	1537	
PB1	1538	1538	
PB1	1539	1539	
PB1	1540	1540	
PB1	1541	1541	
PB1	1542	1542	
PB1	1543	1543	
PB1	1544	1544	
PB1	1545	1545	
PB1	1546	1546	
PB1	1547	1547	
PB1	1548	1548	
PB1	1549	1549	
PB1	1550	1550	
PB1	1551	1551	
PB1	1552	1552	
PB1	1553	1553	
PB1	1554	1554	
PB1	1555	1555	
PB1	1556	1556	
PB1	1557	1557	
PB1	1558	1558	
PB1	1559	1559	
PB1	1560	1560	
PB1	1561	1561	
PB1	1562	1562	
PB1	1563	1563	
PB1	1564	1564	
PB1	1565	1565	
PB1	1566	1566	
PB1	1567	1567	
PB1	1568	1568	
PB1	1569	1569	
PB1	1570	1570	
PB1	1571	1571	
PB1	1572	1572	
PB1	1573	1573	
PB1	1574	1574	
PB1	1575	1575	
PB1	1576	1576	
PB1	1577	1577	
PB1	1578	1578	
PB1	1579	1579	
PB1	1580	1580	
PB1	1581	1581	
PB1	1582	1582	
PB1	1583	1583	
PB1	1584	1584	
PB1	1585	1585	
PB1	1586	1586	
PB1	1587	1587	
PB1	1588	1588	
PB1	1589	1589	
PB1	1590	1590	
PB1	1591	1591	
PB1	1592	1592	
PB1	1593	1593	
PB1	1594	1594	
PB1	1595	1595	
PB1	1596	1596	
PB1	1597	1597	
PB1	1598	1598	
PB1	1599	1599	
PB1	1600	1600	
PB1	1601	1601	
PB1	1602	1602	
PB1	1603	1603	
PB1	1604	1604	
PB1	1605	1605	
PB1	1606	1606	
PB1	1607	1607	
PB1	1608	1608	
PB1	1609	1609	
PB1	1610	1610	
PB1	1611	1611	
PB1	1612	1612	
PB1	1613	1613	
PB1	1614	1614	
PB1	1615	1615	
PB1	1616	1616	
PB1	1617	1617	
PB1	1618	1618	
PB1	1619	1619	
PB1	1620	1620	
PB1	1621	1621	
PB1	1622	1622	
PB1	1623	1623	
PB1	1624	1624	
PB1	1625	1625	
PB1	1626	1626	
PB1	1627	1627	
PB1	1628	1628	
PB1	1629	1629	
PB1	1630	1630	
PB1	1631	1631	
PB1	1632	1632	
PB1	1633	1633	
PB1	1634	1634	
PB1	1635	1635	
PB1	1636	1636	
PB1	1637	1637	
PB1	1638	1638	
PB1	1639	1639	
PB1	1640	1640	
PB1	1641	1641	
PB1	1642	1642	
PB1	1643	1643	
PB1	1644	1644	
PB1	1645	1645	
PB1	1646	1646	
PB1	1647	1647	
PB1	1648	1648	
PB1	1649	1649	
PB1	1650	1650	
PB1	1651	1651	
PB1	1652	1652	
PB1	1653	1653	
PB1	1654	1654	
PB1	1655	1655	
PB1	1656	1656	
PB1	1657	1657	
PB1	1658	1658	
PB1	1659	1659	
PB1	1660	1660	
PB1	1661	1661	
PB1	1662	1662	
PB1	1663	1663	
PB1	1664	1664	
PB1	1665	1665	
PB1	1666	1666	
PB1	1667	1667	
PB1	1668	1668	
PB1	1669	1669	
PB1	1670	1670	
PB1	1671	1671	
PB1	1672	1672	
PB1	1673	1673	
PB1	1674	1674	
PB1	1675	1675	
PB1	1676	1676	
PB1	1677	1677	
PB1	1678	1678	
PB1	1679	1679	
PB1	1680	1680	
PB1	1681	1681	
PB1	1682	1682	
PB1	1683	1683	
PB1	1684	1684	
PB1	1685	1685	
PB1	1686	1686	
PB1	1687	1687	
PB1	1688	1688	
PB1	1689	1689	
PB1	1690	1690	
PB1	1691	1691	
PB1	1692	1692	
PB1	1693	1693	
PB1	1694	1694	
PB1	1695	1695	
PB1	1696	1696	
PB1	1697	1697	
PB1	1698	1698	
PB1	1699	1699	
PB1	1700	1700	
PB1	1701	1701	
PB1	1702	1702	
PB1	1703	1703	
PB1	1704	1704	
PB1	1705	1705	
PB1	1706	1706	
PB1	1707	1707	
PB1	1708	1708	
PB1	1709	1709	
PB1	1710	1710	
PB1	1711	1711	
PB1	1712	1712	
PB1	1713	1713	
PB1	1714	1714	
PB1	1715	1715	
PB1	1716	1716	
PB1	1717	1717	
PB1	1718	1718	
PB1	1719	1719	
PB1	1720	1720	
PB1	1721	1721	
PB1	1722	1722	
PB1	1723	1723	
PB1	1724	1724	
PB1	1725	1725	
PB1	1726	1726	
PB1	1727	1727	
PB1	1728	1728	
PB1	1729	1729	
PB1	1730	1730	
PB1	1731	1731	
PB1	1732	1732	
PB1	1733	1733	
PB1	1734	1734	
PB1	1735	1735	
PB1	1736	1736	
PB1	1737	1737	
PB1	1738	1738	
PB1	1739	1739	
PB1	1740	1740	
PB1	1741	1741	
PB1	1742	1742	
PB1	1743	1743	
PB1	1744	1744	
PB1	1745	1745	
PB1	1746	1746	
PB1	1747	1747	
PB1	1748	1748	
PB1	1749	1749	
PB1	1750	1750	
PB1	1751	1751	
PB1	1752	1752	
PB1	1753	1753	
PB1	1754	1754	
PB1	1755	1755	
PB1	1756	1756	
PB1	1757	1757	
PB1	1758	1758	
PB1	1759	1759	
PB1	1760	1760	
PB1	1761	1761	
PB1	1762	1762	
PB1	1763	1763	
PB1	1764	1764	
PB1	1765	1765	
PB1	1766	1766	
PB1	1767	1767	
PB1	1768	1768	
PB1	1769	1769	
PB1	1770	1770	
PB1	1771	1771	
PB1	1772	1772	
PB1	1773	1773	
PB1	1774	1774	
PB1	1775	1775	
PB1	1776	1776	
PB1	1777	1777	
PB1	1778	1778	
PB1	1779	1779	
PB1	1780	1780	
PB1	1781	1781	
PB1	1782	1782	
PB1	1783	1783	
PB1	1784	1784	
PB1	1785	1785	
PB1	1786	1786	
PB1	1787	1787	
PB1	1788	1788	
PB1	1789	1789	
PB1	1790	1790	
PB1	1791	1791	
PB1	1792	1792	
PB1	1793	1793	
PB1	1794	1794	
PB1	1795	1795	
PB1	1796	1796	
PB1	1797	1797	
PB1	1798	1798	
PB1	1799	1799	
PB1	1800	1800	
PB1	1801	1801	
PB1	1802	1802	
PB1	1803	1803	
PB1	1804	1804	
PB1	1805	1805	
PB1	1806	1806	
PB1	1807	1807	
PB1	1808	1808	
PB1	1809	1809	
PB1	1810	1810	
PB1	1811	1811	
PB1	1812	1812	
PB1	1813	1813	
PB1	1814	1814	
PB1	1815	1815	
PB1	1816	1816	
PB1	1817	1817	
PB1	1818	1818	
PB1	1819	1819	
PB1	1820	1820	
PB1	1821	1821	
PB1	1822	1822	
PB1	1823	1823	
PB1	1824	1824	
PB1	1825	1825	
PB1	1826	1826	
PB1	1827	1827	
PB1	1828	1828	
PB1	1829	1829	
PB1	1830	1830	
PB1	1831	1831	
